run_id,scenario_id,variant_id,scheduler_name,seed,metric,dimension,value,unit
core-network_slowdown-min_completion-seed-2,network_slowdown,min_completion,min_completion,2,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-2,network_slowdown,min_completion,min_completion,2,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-2,network_slowdown,min_completion,min_completion,2,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-3,network_slowdown,min_completion,min_completion,3,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-3,network_slowdown,min_completion,min_completion,3,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-3,network_slowdown,min_completion,min_completion,3,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-4,network_slowdown,min_completion,min_completion,4,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-4,network_slowdown,min_completion,min_completion,4,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-4,network_slowdown,min_completion,min_completion,4,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-5,network_slowdown,min_completion,min_completion,5,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-5,network_slowdown,min_completion,min_completion,5,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-min_completion-seed-5,network_slowdown,min_completion,min_completion,5,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-1,network_slowdown,round_robin,round_robin,1,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-1,network_slowdown,round_robin,round_robin,1,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-1,network_slowdown,round_robin,round_robin,1,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-2,network_slowdown,round_robin,round_robin,2,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-2,network_slowdown,round_robin,round_robin,2,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-2,network_slowdown,round_robin,round_robin,2,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-3,network_slowdown,round_robin,round_robin,3,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-3,network_slowdown,round_robin,round_robin,3,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-3,network_slowdown,round_robin,round_robin,3,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-4,network_slowdown,round_robin,round_robin,4,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-4,network_slowdown,round_robin,round_robin,4,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-4,network_slowdown,round_robin,round_robin,4,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-5,network_slowdown,round_robin,round_robin,5,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-5,network_slowdown,round_robin,round_robin,5,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-network_slowdown-round_robin-seed-5,network_slowdown,round_robin,round_robin,5,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-1,normal,edgeweaver,edgeweaver,1,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-1,normal,edgeweaver,edgeweaver,1,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-1,normal,edgeweaver,edgeweaver,1,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-2,normal,edgeweaver,edgeweaver,2,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-2,normal,edgeweaver,edgeweaver,2,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-2,normal,edgeweaver,edgeweaver,2,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-3,normal,edgeweaver,edgeweaver,3,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-3,normal,edgeweaver,edgeweaver,3,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-3,normal,edgeweaver,edgeweaver,3,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-4,normal,edgeweaver,edgeweaver,4,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-4,normal,edgeweaver,edgeweaver,4,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-4,normal,edgeweaver,edgeweaver,4,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-5,normal,edgeweaver,edgeweaver,5,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-5,normal,edgeweaver,edgeweaver,5,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-edgeweaver-seed-5,normal,edgeweaver,edgeweaver,5,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-1,normal,fastest_device,fastest_device,1,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-fastest_device-seed-1,normal,fastest_device,fastest_device,1,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-1,normal,fastest_device,fastest_device,1,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-2,normal,fastest_device,fastest_device,2,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-fastest_device-seed-2,normal,fastest_device,fastest_device,2,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-2,normal,fastest_device,fastest_device,2,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-3,normal,fastest_device,fastest_device,3,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-fastest_device-seed-3,normal,fastest_device,fastest_device,3,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-3,normal,fastest_device,fastest_device,3,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-4,normal,fastest_device,fastest_device,4,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-fastest_device-seed-4,normal,fastest_device,fastest_device,4,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-4,normal,fastest_device,fastest_device,4,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-5,normal,fastest_device,fastest_device,5,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-fastest_device-seed-5,normal,fastest_device,fastest_device,5,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-fastest_device-seed-5,normal,fastest_device,fastest_device,5,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-1,normal,min_completion,min_completion,1,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-min_completion-seed-1,normal,min_completion,min_completion,1,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-1,normal,min_completion,min_completion,1,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-2,normal,min_completion,min_completion,2,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-min_completion-seed-2,normal,min_completion,min_completion,2,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-2,normal,min_completion,min_completion,2,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-3,normal,min_completion,min_completion,3,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-min_completion-seed-3,normal,min_completion,min_completion,3,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-3,normal,min_completion,min_completion,3,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-4,normal,min_completion,min_completion,4,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-min_completion-seed-4,normal,min_completion,min_completion,4,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-4,normal,min_completion,min_completion,4,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-5,normal,min_completion,min_completion,5,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-min_completion-seed-5,normal,min_completion,min_completion,5,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-min_completion-seed-5,normal,min_completion,min_completion,5,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-1,normal,round_robin,round_robin,1,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-round_robin-seed-1,normal,round_robin,round_robin,1,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-1,normal,round_robin,round_robin,1,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-2,normal,round_robin,round_robin,2,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-round_robin-seed-2,normal,round_robin,round_robin,2,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-2,normal,round_robin,round_robin,2,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-3,normal,round_robin,round_robin,3,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-round_robin-seed-3,normal,round_robin,round_robin,3,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-3,normal,round_robin,round_robin,3,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-4,normal,round_robin,round_robin,4,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-round_robin-seed-4,normal,round_robin,round_robin,4,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-4,normal,round_robin,round_robin,4,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-5,normal,round_robin,round_robin,5,model_selection_percentage,logistic-regression-v1,100.0,percent_of_assigned_requests
core-normal-round_robin-seed-5,normal,round_robin,round_robin,5,model_selection_percentage,mlp-v1,0.0,percent_of_assigned_requests
core-normal-round_robin-seed-5,normal,round_robin,round_robin,5,model_selection_percentage,random-forest-v1,0.0,percent_of_assigned_requests
